i,x,Q,c,direction x,direction y,||direction||,alpha,"f(x,y)"
179,[  5.36054955 -17.39867319],"[[20  5]
 [ 5  2]]",[14 16],6.261730785230284,-24.16480825484711,24.962917105583387,0.01,337.06757208245847
180,[  5.2983733 -17.1587272],"[[20  5]
 [ 5  2]]",[14 16],6.217625040926578,-23.99459862901168,24.787085841561254,0.01,330.94521406613416
181,[  5.236635   -16.92047132],"[[20  5]
 [ 5  2]]",[14 16],6.173829964191853,-23.825587908477775,24.61249307996562,0.01,324.90880038609384
182,[  5.17533156 -16.68389364],"[[20  5]
 [ 5  2]]",[14 16],6.130343366777375,-23.65776764851781,24.43913009715868,0.01,318.95712457435263
183,[  5.11445993 -16.44898235],"[[20  5]
 [ 5  2]]",[14 16],6.087163075847808,-23.491129463886317,24.26698823094932,0.01,313.08899709906194
184,[  5.05401706 -16.2157257 ],"[[20  5]
 [ 5  2]]",[14 16],6.044286933872563,-23.325665028400984,24.09605888016028,0.01,307.3032451267636
185,[  4.99399994 -15.98411204],"[[20  5]
 [ 5  2]]",[14 16],6.001712798518092,-23.16136607452659,23.926333504198407,0.01,301.5987122879817
186,[  4.93440555 -15.75412979],"[[20  5]
 [ 5  2]]",[14 16],5.9594385425407985,-22.998224392961966,23.757803622627904,0.01,295.9742584461048
187,[  4.87523093 -15.52576748],"[[20  5]
 [ 5  2]]",[14 16],5.917462053680747,-22.836231832229764,23.590460814746617,0.01,290.428759469512
188,[  4.81647312 -15.29901367],"[[20  5]
 [ 5  2]]",[14 16],5.8757812345560865,-22.675380298269207,23.42429671916527,0.01,284.96110700689894
189,[  4.75812918 -15.07385706],"[[20  5]
 [ 5  2]]",[14 16],5.83439400255833,-22.515661754031626,23.259303033389696,0.01,279.57020826575706
190,[  4.7001962  -14.85028637],"[[20  5]
 [ 5  2]]",[14 16],5.79329828974824,-22.35706821907891,23.095471513406,0.01,274.25498579396213
191,[  4.64267128 -14.62829046],"[[20  5]
 [ 5  2]]",[14 16],5.752492042752543,-22.199591769184742,22.932793973268637,0.01,269.01437726442975
192,[  4.58555154 -14.40785821],"[[20  5]
 [ 5  2]]",[14 16],5.711973222661278,-22.043224535938677,22.771262284691385,0.01,263.8473352627931
193,[  4.52883414 -14.18897862],"[[20  5]
 [ 5  2]]",[14 16],5.671739804925959,-21.887958706352965,22.61086837664122,0.01,258.7528270780613
194,[  4.47251625 -13.97164076],"[[20  5]
 [ 5  2]]",[14 16],5.631789779258419,-21.7337865224722,22.451604234935058,0.01,253.72983449621702
195,[  4.41659504 -13.75583376],"[[20  5]
 [ 5  2]]",[14 16],5.592121149530339,-21.580700280985678,22.293461901839287,0.01,248.77735359671078
196,[  4.36106772 -13.54154683],"[[20  5]
 [ 5  2]]",[14 16],5.552731933673563,-21.42869233284248,22.136433475672188,0.01,243.89439455181224
197,[  4.30593151 -13.32876928],"[[20  5]
 [ 5  2]]",[14 16],5.513620163580978,-21.27775508286931,21.98051111040909,0.01,239.07998142877858
198,[  4.25118368 -13.11749047],"[[20  5]
 [ 5  2]]",[14 16],5.474783885008254,-21.12788098939097,21.825687015290367,0.01,234.33315199479964
199,[  4.19682146 -12.90769985],"[[20  5]
 [ 5  2]]",[14 16],5.436221157476147,-20.97906256385356,21.671953454432142,0.01,229.65295752468086
200,[  4.14284216 -12.69938692],"[[20  5]
 [ 5  2]]",[14 16],5.39793005417361,-20.831292370450296,21.5193027464398,0.01,225.03846261122675
201,[  4.08924308 -12.49254129],"[[20  5]
 [ 5  2]]",[14 16],5.35990866186139,-20.684563025749974,21.36772726402412,0.01,220.48874497828544
202,[  4.03602153 -12.28715262],"[[20  5]
 [ 5  2]]",[14 16],5.322155080776614,-20.538867198328045,21.217219433620233,0.01,216.00289529641793
203,[  3.98317485 -12.08321064],"[[20  5]
 [ 5  2]]",[14 16],5.284667424537691,-20.394197608400315,21.067771735009163,0.01,211.58001700115508
204,[  3.93070041 -11.88070517],"[[20  5]
 [ 5  2]]",[14 16],5.247443820050165,-20.25054702745919,20.919376700942095,0.01,207.21922611380566
205,[  3.87859559 -11.67962609],"[[20  5]
 [ 5  2]]",[14 16],5.210482407413082,-20.10790827791252,20.772026916767274,0.01,202.9196510647799
206,[  3.82685778 -11.47996335],"[[20  5]
 [ 5  2]]",[14 16],5.173781339826107,-19.96627423272492,20.6257150200595,0.01,198.68043251939326
207,[  3.77548439 -11.28170697],"[[20  5]
 [ 5  2]]",[14 16],5.137338783497128,-19.82563781506173,20.48043370025228,0.01,194.50072320611537
208,[  3.72447286 -11.08484705],"[[20  5]
 [ 5  2]]",[14 16],5.101152917550792,-19.68599199793535,20.336175698272562,0.01,190.37968774723018
209,[  3.67382064 -10.88937375],"[[20  5]
 [ 5  2]]",[14 16],5.065221933937394,-19.547329803854183,20.192933806178004,0.01,186.31650249187322
210,[  3.6235252  -10.69527731],"[[20  5]
 [ 5  2]]",[14 16],5.029544037342621,-19.40964430447397,20.05070086679684,0.01,182.31035535141245
211,[  3.57358402 -10.50254802],"[[20  5]
 [ 5  2]]",[14 16],4.9941174450978,-19.272928620251623,19.90946977337027,0.01,178.36044563714034
212,[  3.52399462 -10.31117626],"[[20  5]
 [ 5  2]]",[14 16],4.958940387090813,-19.13717592010148,19.769233469197342,0.01,174.46598390024388
213,[  3.47475451 -10.12115247],"[[20  5]
 [ 5  2]]",[14 16],4.924011105677735,-19.00237942105399,19.629984947282406,0.01,170.62619177402178
214,[ 3.42586123 -9.93246715],"[[20  5]
 [ 5  2]]",[14 16],4.889327855594885,-18.868532387916797,19.49171724998496,0.01,166.84030181831582
215,[ 3.37731234 -9.74511086],"[[20  5]
 [ 5  2]]",[14 16],4.854888903871739,-18.735628132938206,19.354423468672024,0.01,163.10755736612668
216,[ 3.32910542 -9.55907426],"[[20  5]
 [ 5  2]]",[14 16],4.820692529744303,-18.60366001547303,19.21809674337296,0.01,159.42721237238246
217,[ 3.28123805 -9.37434805],"[[20  5]
 [ 5  2]]",[14 16],4.786737024569092,-18.472621441650784,19.082730262436684,0.01,155.79853126483053
218,[ 3.23370784 -9.19092299],"[[20  5]
 [ 5  2]]",[14 16],4.7530206917378095,-18.342505864046224,18.948317262191328,0.01,152.22078879702224
219,[ 3.18651242 -9.00878992],"[[20  5]
 [ 5  2]]",[14 16],4.719541846592566,-18.213306781352188,18.814851026606295,0.01,148.69326990336157
220,[ 3.13964943 -8.82793975],"[[20  5]
 [ 5  2]]",[14 16],4.686298816341662,-18.085017738054773,18.682324886956682,0.01,145.21526955618845
221,[ 3.09311653 -8.64836342],"[[20  5]
 [ 5  2]]",[14 16],4.653289939976055,-17.95763232411076,18.550732221490073,0.01,141.78609262486864
222,[ 3.0469114  -8.47005198],"[[20  5]
 [ 5  2]]",[14 16],4.620513568186386,-17.83114417462735,18.420066455095686,0.01,138.4050537368611
223,[ 3.00103172 -8.29299651],"[[20  5]
 [ 5  2]]",[14 16],4.587968063280478,-17.705546969544123,18.290321058975827,0.01,135.0714771407361
224,[ 2.9554752  -8.11718817],"[[20  5]
 [ 5  2]]",[14 16],4.5556517991015895,-17.580834433317264,18.161489550319693,0.01,131.78469657111629
225,[ 2.91023957 -7.94261816],"[[20  5]
 [ 5  2]]",[14 16],4.523563160947141,-17.457000334605993,18.033565491979445,0.01,128.54405511551337
226,[ 2.86532256 -7.76927778],"[[20  5]
 [ 5  2]]",[14 16],4.4917005454880155,-17.334038485961234,17.906542492148578,0.01,125.34890508303431
227,[ 2.82072194 -7.59715835],"[[20  5]
 [ 5  2]]",[14 16],4.460062360688475,-17.211942743516406,17.780414204042525,0.01,122.19860787493064
228,[ 2.77643547 -7.42625128],"[[20  5]
 [ 5  2]]",[14 16],4.428647025726605,-17.090707006680503,17.655174325581584,0.01,119.09253385696482
229,[ 2.73246094 -7.25654803],"[[20  5]
 [ 5  2]]",[14 16],4.39745297091531,-16.970325217833224,17.530816599075987,0.01,116.03006223356847
230,[ 2.68879615 -7.08804011],"[[20  5]
 [ 5  2]]",[14 16],4.3664786376239135,-16.85079136202232,17.407334810913245,0.01,113.01058092376695
231,[ 2.64543893 -6.92071912],"[[20  5]
 [ 5  2]]",[14 16],4.335722478200246,-16.732099466663072,17.284722791247695,0.01,110.03348643884584
232,[ 2.6023871  -6.75457668],"[[20  5]
 [ 5  2]]",[14 16],4.3051829558933505,-16.61424360123982,17.162974413692194,0.01,107.09818376173459
233,[ 2.55963851 -6.58960451],"[[20  5]
 [ 5  2]]",[14 16],4.27485854477667,-16.497217877009696,17.042083595012038,0.01,104.20408622808353
234,[ 2.51719104 -6.42579434],"[[20  5]
 [ 5  2]]",[14 16],4.244747729671822,-16.381016446708333,16.92204429482097,0.01,101.35061540901003
235,[ 2.47504255 -6.26313801],"[[20  5]
 [ 5  2]]",[14 16],4.214849006072868,-16.265633504257757,16.802850515279424,0.01,98.53720099549096
236,[ 2.43319094 -6.10162737],"[[20  5]
 [ 5  2]]",[14 16],4.185160880071187,-16.151063284476244,16.684496300794784,0.01,95.76328068437775
237,[ 2.39163412 -5.94125437],"[[20  5]
 [ 5  2]]",[14 16],4.155681868280759,-16.03730006279028,16.566975737723844,0.01,93.02830006601164
238,[ 2.35037001 -5.78201099],"[[20  5]
 [ 5  2]]",[14 16],4.12641049776412,-15.924338154948513,16.450282954077323,0.01,90.33171251341668
239,[ 2.30939656 -5.62388927],"[[20  5]
 [ 5  2]]",[14 16],4.097345305958726,-15.812171916737748,16.33441211922645,0.01,87.67297907304803
240,[ 2.26871171 -5.46688131],"[[20  5]
 [ 5  2]]",[14 16],4.068484840603865,-15.70079574370093,16.219357443611653,0.01,85.05156835707405
241,[ 2.22831343 -5.31097927],"[[20  5]
 [ 5  2]]",[14 16],4.039827659668141,-15.590204070857105,16.10511317845327,0.01,82.46695643717042
242,[ 2.18819971 -5.15617536],"[[20  5]
 [ 5  2]]",[14 16],4.0113723312773715,-15.48039137242337,15.991673615464316,0.01,79.9186267398052
243,[ 2.14836854 -5.00246184],"[[20  5]
 [ 5  2]]",[14 16],3.9831174336430664,-15.37135216153877,15.87903308656525,0.01,77.4060699429938
244,[ 2.10881792 -4.84983103],"[[20  5]
 [ 5  2]]",[14 16],3.9550615549913957,-15.263080989990147,15.767185963600783,0.01,74.92878387450347
245,[ 2.06954589 -4.6982753 ],"[[20  5]
 [ 5  2]]",[14 16],3.927203293492621,-15.155572447939914,15.65612665805865,0.01,72.48627341148645
246,[ 2.03055048 -4.54778709],"[[20  5]
 [ 5  2]]",[14 16],3.8995412571910926,-15.048821163655747,15.545849620790387,0.01,70.07805038152239
247,[ 1.99182974 -4.39835887],"[[20  5]
 [ 5  2]]",[14 16],3.8720740639356634,-14.942821803242186,15.436349341734052,0.01,67.70363346504963
248,[ 1.95338173 -4.24998318],"[[20  5]
 [ 5  2]]",[14 16],3.8448003413106413,-14.837569070374126,15.327620349638927,0.01,65.36254809916633
249,[ 1.91520454 -4.10265261],"[[20  5]
 [ 5  2]]",[14 16],3.8177187265672146,-14.733057706032175,15.219657211792127,0.01,63.05432638278193
250,[ 1.87729627 -3.95635978],"[[20  5]
 [ 5  2]]",[14 16],3.7908278665553787,-14.629282488239895,15.112454533747165,0.01,60.77850698310004
251,[ 1.839655  -3.8110974],"[[20  5]
 [ 5  2]]",[14 16],3.7641264176563,-14.526238231802864,15.006006959054405,0.01,58.534635043414205
252,[ 1.80227887 -3.6668582 ],"[[20  5]
 [ 5  2]]",[14 16],3.737613045715179,-14.423919788049623,14.900309168993433,0.01,56.32226209219793
253,[ 1.76516601 -3.52363498],"[[20  5]
 [ 5  2]]",[14 16],3.7112864259746203,-14.32232204457439,14.795355882307293,0.01,54.14094595347093
254,[ 1.72831455 -3.38142058],"[[20  5]
 [ 5  2]]",[14 16],3.6851452430084173,-14.221439924981633,14.691141854938614,0.01,51.99025065842355
255,[ 1.69172267 -3.2402079 ],"[[20  5]
 [ 5  2]]",[14 16],3.659188190655815,-14.121268388632423,14.587661879767584,0.01,49.869746358281944
256,[ 1.65538853 -3.09998987],"[[20  5]
 [ 5  2]]",[14 16],3.6334139719562764,-14.021802430392563,14.48491078635177,0.01,47.77900923839625
257,[ 1.61931032 -2.9607595 ],"[[20  5]
 [ 5  2]]",[14 16],3.607821299084648,-13.923037080382526,14.382883440667786,0.01,45.717621433534916
258,[ 1.58348623 -2.82250983],"[[20  5]
 [ 5  2]]",[14 16],3.5824088932868463,-13.824967403729108,14.28157474485475,0.01,43.68517094436804
259,[ 1.54791448 -2.68523394],"[[20  5]
 [ 5  2]]",[14 16],3.5571754848159287,-13.727588500318868,14.18097963695958,0.01,41.68125155512311
260,[ 1.51259328 -2.54892499],"[[20  5]
 [ 5  2]]",[14 16],3.532119812868686,-13.630895504553287,14.081093090684066,0.01,39.705462752396684
261,[ 1.47752087 -2.41357615],"[[20  5]
 [ 5  2]]",[14 16],3.5072406255226127,-13.534883585105657,13.981910115133728,0.01,37.75740964510575
262,[ 1.44269551 -2.27918067],"[[20  5]
 [ 5  2]]",[14 16],3.482536679673373,-13.439547944679674,13.883425754568435,0.01,35.83670288556282
263,[ 1.40811544 -2.14573184],"[[20  5]
 [ 5  2]]",[14 16],3.4580067409726816,-13.344883819769748,13.785635088154805,0.01,33.94295859165897
264,[ 1.37377894 -2.01322297],"[[20  5]
 [ 5  2]]",[14 16],3.433649583766634,-13.250886480422988,13.688533229720322,0.01,32.075798270139174
265,[ 1.3396843  -1.88164746],"[[20  5]
 [ 5  2]]",[14 16],3.409463991034457,-13.15755123000286,13.592115327509193,0.01,30.234848740954806
266,[ 1.30582981 -1.75099872],"[[20  5]
 [ 5  2]]",[14 16],3.385448754327708,-13.064873404954525,13.496376563939934,0.01,28.419742062677937
267,[ 1.27221379 -1.62127024],"[[20  5]
 [ 5  2]]",[14 16],3.3616026737098927,-12.972848374571821,13.401312155364648,0.01,26.630115458962756
268,[ 1.23883454 -1.49245552],"[[20  5]
 [ 5  2]]",[14 16],3.337924557696507,-12.881471540765878,13.306917351830013,0.01,24.865611246039244
269,[ 1.20569041 -1.36454814],"[[20  5]
 [ 5  2]]",[14 16],3.3144132231955012,-12.790738337835386,13.21318743683995,0.01,23.125876761224703
270,[ 1.17277974 -1.2375417 ],"[[20  5]
 [ 5  2]]",[14 16],3.2910674954481713,-12.700644232238453,13.120117727119958,0.01,21.410564292438828
271,[ 1.14010087 -1.11142985],"[[20  5]
 [ 5  2]]",[14 16],3.2678862079704594,-12.611184722366092,13.027703572383103,0.01,19.71933100870821
272,[ 1.10765219 -0.9862063 ],"[[20  5]
 [ 5  2]]",[14 16],3.2448682024946756,-12.522355338317293,12.93594035509768,0.01,18.05183889164641
273,[ 1.07543207 -0.86186478],"[[20  5]
 [ 5  2]]",[14 16],3.222012328911603,-12.43415164167568,12.844823490256468,0.01,16.407754667895922
274,[ 1.04343889 -0.73839909],"[[20  5]
 [ 5  2]]",[14 16],3.199317445213069,-12.346569225287746,12.75434842514768,0.01,14.78674974251848
275,[ 1.01167107 -0.61580305],"[[20  5]
 [ 5  2]]",[14 16],3.1767824174348434,-12.259603713042646,12.664510639127442,0.01,13.18850013332041
276,[ 0.98012701 -0.49407055],"[[20  5]
 [ 5  2]]",[14 16],3.1544061196000044,-12.173250759653534,12.575305643393934,0.01,11.612686406099932
277,[ 0.94880513 -0.37319548],"[[20  5]
 [ 5  2]]",[14 16],3.1321874336626827,-12.087506050440464,12.486728980763106,0.01,10.05899361080342
278,[ 0.91770388 -0.25317183],"[[20  5]
 [ 5  2]]",[14 16],3.1101252494521674,-12.00236530111479,12.39877622544597,0.01,8.527111218577925
279,[ 0.8868217  -0.13399359],"[[20  5]
 [ 5  2]]",[14 16],3.0882184646174764,-11.917824257565101,12.311442982827458,0.01,7.016733059707298
280,[ 0.85615704 -0.0156548 ],"[[20  5]
 [ 5  2]]",[14 16],3.066465984572236,-11.833878695644673,12.22472488924685,0.01,5.52755726241957
281,[0.82570837 0.10185044],"[[20  5]
 [ 5  2]]",[14 16],3.044866722440023,-11.750524420960392,12.138617611779738,0.01,4.05928619255336
282,[0.79547417 0.21852801],"[[20  5]
 [ 5  2]]",[14 16],3.0234195990000394,-11.667757268663184,12.053116848021515,0.01,2.6116263940711946
283,[0.76545294 0.33438375],"[[20  5]
 [ 5  2]]",[14 16],3.002123542633189,-11.585573103239923,11.968218325872435,0.01,1.1842885304079225
284,[0.73564316 0.44942342],"[[20  5]
 [ 5  2]]",[14 16],2.9809774892685468,-11.503967818306783,11.883917803324119,0.01,-0.22301267335754815
285,[0.70604336 0.5636528 ],"[[20  5]
 [ 5  2]]",[14 16],2.9599803823301762,-11.422937336404075,11.800211068247624,0.01,-1.610558487518734
286,[0.67665205 0.67707757],"[[20  5]
 [ 5  2]]",[14 16],2.9391311726843448,-11.342477608792503,11.717093938182972,0.01,-2.978626233957675
287,[0.64746776 0.78970342],"[[20  5]
 [ 5  2]]",[14 16],2.9184288185871026,-11.26258461525087,11.63456226013017,0.01,-4.327489341571859
288,[0.61848904 0.90153596],"[[20  5]
 [ 5  2]]",[14 16],2.897872285632225,-11.183254363875207,11.552611910341712,0.01,-5.657417400923128
289,[0.58971443 1.01258079],"[[20  5]
 [ 5  2]]",[14 16],2.877460546699538,-11.104482890879314,11.47123879411652,0.01,-6.9686762181193735
290,[0.56114251 1.12284345],"[[20  5]
 [ 5  2]]",[14 16],2.857192581903597,-11.026266260396707,11.390438845595359,0.01,-8.2615278679399
291,[0.53277183 1.23232946],"[[20  5]
 [ 5  2]]",[14 16],2.837067378542713,-10.948600564283952,11.310208027557675,0.01,-9.536230746214997
292,[0.50460099 1.34104428],"[[20  5]
 [ 5  2]]",[14 16],2.8170839310483657,-10.871481921925408,11.23054233121989,0.01,-10.793039621470239
293,[0.47662858 1.44899334],"[[20  5]
 [ 5  2]]",[14 16],2.7972412409349623,-10.79490648003932,11.151437776035083,0.01,-12.032205685845796
294,[0.4488532  1.55618205],"[[20  5]
 [ 5  2]]",[14 16],2.7775383167499363,-10.71887041248528,11.0728904094941,0.01,-13.25397660530096
295,[0.42127345 1.66261575],"[[20  5]
 [ 5  2]]",[14 16],2.7579741740242127,-10.643369920073072,10.994896306928084,0.01,-14.458596569113904
296,[0.39388798 1.76829976],"[[20  5]
 [ 5  2]]",[14 16],2.7385478352230237,-10.568401230372821,10.917451571312348,0.01,-15.646306338686589
297,[0.36669539 1.87323937],"[[20  5]
 [ 5  2]]",[14 16],2.719258329697059,-10.493960597526517,10.840552333071685,0.01,-16.81734329566455
298,[0.33969435 1.97743981],"[[20  5]
 [ 5  2]]",[14 16],2.7001046936339748,-10.420044302060838,10.764194749886995,0.01,-17.97194148938116
299,[0.31288349 2.0809063 ],"[[20  5]
 [ 5  2]]",[14 16],2.6810859700102228,-10.34664865070132,10.688375006503332,0.01,-19.110331683635927
300,[0.28626147 2.183644  ],"[[20  5]
 [ 5  2]]",[14 16],2.6622012085432445,-10.273769976187804,10.613089314539243,0.01,-20.232741402816124
301,[0.25982698 2.28565804],"[[20  5]
 [ 5  2]]",[14 16],2.643449465643986,-10.201404637091212,10.538333912297501,0.01,-21.3393949773709
302,[0.23357868 2.38695353],"[[20  5]
 [ 5  2]]",[14 16],2.6248298043697496,-10.129549017631586,10.464105064577131,0.01,-22.430513588647173
303,[0.20751527 2.48753553],"[[20  5]
 [ 5  2]]",[14 16],2.6063412943773763,-10.058199527497443,10.390399062486798,0.01,-23.506315313095968
304,[0.18163544 2.58740905],"[[20  5]
 [ 5  2]]",[14 16],2.587983011876773,-9.987352601666363,10.317212223259471,0.01,-24.567015165858322
305,[0.1559379 2.6865791],"[[20  5]
 [ 5  2]]",[14 16],2.569754039584737,-9.917004700226872,10.244540890068425,0.01,-25.612825143739258
306,[0.13042136 2.78505062],"[[20  5]
 [ 5  2]]",[14 16],2.5516534666791344,-9.847152308201572,10.17238143184452,0.01,-26.64395426757857
307,[0.10508456 2.88282854],"[[20  5]
 [ 5  2]]",[14 16],2.5336803887533854,-9.777791935371496,10.100730243094771,0.01,-27.660608624026757
308,[0.07992622 2.97991774],"[[20  5]
 [ 5  2]]",[14 16],2.5158339077712846,-9.708920116101737,10.029583743722204,0.01,-28.66299140673452
309,[0.05494509 3.07632308],"[[20  5]
 [ 5  2]]",[14 16],2.498113132022116,-9.640533409168267,9.958938378846957,0.01,-29.65130295696408
310,[0.03013992 3.17204936],"[[20  5]
 [ 5  2]]",[14 16],2.4805171760761056,-9.572628397586005,9.88879061862868,0.01,-30.625740803630435
311,[0.00550947 3.26710138],"[[20  5]
 [ 5  2]]",[14 16],2.4630451607401866,-9.505201688438092,9.819136958090157,0.01,-31.586499702780408
312,[-0.0189475   3.36148388],"[[20  5]
 [ 5  2]]",[14 16],2.4456962130140525,-9.43824991270634,9.749973916942164,0.01,-32.5337716765176
313,[-0.04323219  3.45520158],"[[20  5]
 [ 5  2]]",[14 16],2.4284694660465576,-9.371769725102915,9.681298039409592,0.01,-33.46774605138093
314,[-0.06734583  3.54825915],"[[20  5]
 [ 5  2]]",[14 16],2.411364059092392,-9.305757803903184,9.613105894058775,0.01,-34.3886094961843
315,[-0.09128962  3.64066126],"[[20  5]
 [ 5  2]]",[14 16],2.3943791374690733,-9.24021085077974,9.545394073626023,0.01,-35.29654605932528
316,[-0.11506476  3.73241252],"[[20  5]
 [ 5  2]]",[14 16],2.3775138525142445,-9.175125590637599,9.478159194847388,0.01,-36.19173720556983
317,[-0.13867243  3.82351751],"[[20  5]
 [ 5  2]]",[14 16],2.3607673615432745,-9.11049877145056,9.411397898289614,0.01,-37.074361852320855
318,[-0.16211382  3.91398078],"[[20  5]
 [ 5  2]]",[14 16],2.34413882780715,-9.046327164098713,9.34510684818228,0.01,-37.94459640537747
319,[-0.1853901   4.00380685],"[[20  5]
 [ 5  2]]",[14 16],2.327627420450657,-8.982607562207095,9.279282732251124,0.01,-38.80261479419238
320,[-0.20850242  4.09300022],"[[20  5]
 [ 5  2]]",[14 16],2.311232314470878,-8.919336781985486,9.213922261552547,0.01,-39.6485885066343
321,[-0.23145195  4.18156534],"[[20  5]
 [ 5  2]]",[14 16],2.2949526906759736,-8.856511662069321,9.149022170309284,0.01,-40.48268662326237
